
0.79591,0.00156,0.99674,3.0E-5,0.81452,0.99756,0.70512,Employee, Employee, correct
0.24312,0.31453,0.84691,0.11885,0.0819,0.937,0.16331,Employee, Employee, correct
0.30612,0.14738,0.92282,0.01934,0.77439,0.75866,0.04103,Vice President, Employee, incorrect
0.4718,0.10134,0.97539,0.03323,0.07799,0.96932,0.13416,Vice President, Employee, incorrect
0.27026,0.28074,0.96195,0.07407,0.02121,0.97458,0.0559,Employee, Employee, correct
0.17691,0.40795,0.88878,0.05063,0.10032,0.94693,0.16167,Employee, Employee, correct
0.26248,0.08724,0.94707,0.0057,0.29031,0.90143,0.0949,Vice President, Employee, incorrect
0.17832,0.05146,0.93391,0.00929,0.26324,0.94443,0.12451,Employee, Employee, correct
0.1242,0.58159,0.77467,0.08271,0.05788,0.98351,0.1523,Employee, Employee, correct
0.05966,0.05282,0.9343,0.06488,0.14419,0.94244,0.19146,Employee, Employee, correct
0.46749,0.5444,0.91551,0.00102,0.08893,0.81883,0.27489,Vice President, Employee, incorrect
0.11967,0.32419,0.91743,0.05605,0.09894,0.95775,0.11293,Employee, Employee, correct
0.56994,0.00028,1,0,0.42617,0.98038,0.29118,Vice President, Employee, incorrect
0.00225,0.40065,0.97756,0.0217,0.27899,0.87509,0.12635,Vice President, Employee, incorrect
0.8033,4.0E-5,1,0,0.76319,0.96543,0.09977,Vice President, Employee, incorrect
0.48087,0.00302,0.97783,0.00213,0.31318,0.9611,0.19575,Vice President, Employee, incorrect
0.60481,1.0E-5,1,0,0.99802,0.82019,0.02833,Vice President, Employee, incorrect
0.09689,0.76378,0.96653,0.00409,0.03371,0.98396,0.22943,Employee, Employee, correct
0.77369,0.48863,0.63637,0.00335,0.14101,0.31714,0.17118,CEO, Employee, incorrect
0.37373,0.19899,0.83112,0.04779,0.22548,0.88121,0.0748,Employee, Employee, correct
0.48287,0.00298,0.9934,0.00232,0.2639,0.94312,0.133,Vice President, Employee, incorrect
0.6339,0.02445,0.99673,0.00144,0.10915,0.99108,0.1257,Vice President, Employee, incorrect
0.49318,0.01458,0.96497,0.00095,0.4246,0.93854,0.05814,Vice President, Employee, incorrect
0.03554,0.09886,0.98107,0.00299,0.00801,0.97969,0.23524,Vice President, Employee, incorrect
0.70931,0.21124,0.74144,0.07238,0.08182,0.66084,0.16338,Vice President, Employee, incorrect
0.17837,0.28297,0.93494,0.00543,0.05683,0.96035,0.31776,Employee, Employee, correct
0.1955,0.13496,0.978,0.00766,0.09704,0.93045,0.22222,Vice President, Employee, incorrect
0.40596,0.31453,0.91894,0.07995,0.1179,0.91306,0.09473,Vice President, Employee, incorrect
0.18394,0.10774,0.99276,5.0E-5,0.03928,0.98598,0.1137,Vice President, Employee, incorrect
0.60614,0.00665,0.99404,0.00239,0.00548,0.9726,0.34856,Vice President, Employee, incorrect
0.48495,0.08041,0.97134,0.01751,0.06129,0.89118,0.32433,Vice President, Employee, incorrect
0.86418,0.00904,0.9589,0.02835,0.01838,0.89823,0.17858,Vice President, Employee, incorrect
0.67657,0.19008,0.92462,0.04228,0.03664,0.85841,0.20188,Vice President, Employee, incorrect
0.27974,0.02364,0.99025,0.01386,0.02664,0.95475,0.49378,Vice President, Employee, incorrect
0.14039,0.61184,0.92748,0.00161,0.08301,0.95979,0.2732,Employee, Employee, correct
0.1964,0.52785,0.96108,0.00074,0.08027,0.94963,0.29236,Vice President, Employee, incorrect
0.82501,0.29937,0.9747,3.0E-5,0.12383,0.92618,0.76641,Vice President, Employee, incorrect
0.6341,0.17213,0.9263,0.01707,0.05457,0.91277,0.28222,Vice President, Employee, incorrect
0.00353,0.01089,0.99709,7.0E-5,0.83449,0.98736,0.72208,Vice President, Employee, incorrect
0.23797,0.16113,0.95077,0.03287,0.08076,0.95351,0.23127,Employee, Employee, correct
0.39853,0.22497,0.9818,0.01844,0.01284,0.82612,0.30494,Vice President, Employee, incorrect
0.78831,0.7807,0.99942,0,0.02078,0.99109,0.37319,Vice President, Employee, incorrect
0.41147,0.03717,0.99932,0.00024,0.19288,0.90874,0.41606,Vice President, Employee, incorrect
0.18089,0.2443,0.94445,0.01878,0.067,0.94266,0.44724,Vice President, Employee, incorrect
0.01474,0.0791,0.9941,1.0E-5,0.22249,0.99497,0.64113,Employee, Employee, correct
0.22352,0.07162,0.97799,0.00389,0.067,0.93977,0.33562,Vice President, Employee, incorrect
0.08741,0.00822,0.99983,0,0.07308,0.99506,0.7144,Vice President, Employee, incorrect
0.76752,0.00445,0.96751,0.06798,0.01632,0.96159,0.15476,Vice President, Employee, incorrect
0.36925,0.44675,0.85243,0.04752,0.06708,0.92065,0.23577,Employee, Employee, correct
0.23472,0.21044,0.91457,0.06094,0.10595,0.95383,0.23696,Employee, Employee, correct
0.0333,0.51496,0.99866,1.0E-5,0.06986,0.94495,0.13037,Vice President, Employee, incorrect
0.16719,0.06003,0.98705,0.00744,0.0617,0.97789,0.37221,Vice President, Employee, incorrect
0.09193,0.1845,0.96445,0.0042,0.12551,0.97562,0.32097,Employee, Employee, correct
0.32448,0.01483,0.93961,0.04342,0.17054,0.96543,0.26572,Employee, Employee, correct
0.41568,0.00131,0.99776,2.0E-5,0.01121,0.99144,0.34062,Vice President, Employee, incorrect
0.2794,0.10813,0.97384,0.00278,0.13179,0.94339,0.31445,Vice President, Employee, incorrect
0.30608,0.35468,0.9324,0.00493,0.03552,0.96689,0.48399,Employee, Employee, correct
0.00241,0.16525,1,0,0.01578,0.80167,0.34747,Vice President, Employee, incorrect
0.33459,0.2813,0.88384,0.07733,0.06229,0.94385,0.26771,Employee, Employee, correct
0.44392,0.13821,0.92474,0.00184,0.12483,0.95703,0.40947,Employee, Employee, correct
0.01145,0.14395,0.99999,0,0.00626,0.87388,0.97479,Vice President, Employee, incorrect
0.82956,0.00068,0.99259,0.0002,0.29151,0.95965,0.38106,Vice President, Employee, incorrect
0.26512,0.32342,0.94498,0.00866,0.11743,0.94755,0.26029,Employee, Employee, correct
0.72813,0.04692,0.98786,0.00118,0.27429,0.69555,0.31863,Vice President, Employee, incorrect
0.17456,0.11089,0.96895,0.00646,0.11077,0.95872,0.37196,Vice President, Employee, incorrect
0.14089,0.16157,0.97777,0.00296,0.13837,0.93606,0.32918,Vice President, Employee, incorrect
0.48298,0.17486,0.87128,0.03024,0.17816,0.89343,0.13152,Employee, Employee, correct
0.51265,0.20182,0.91536,0.01149,0.1763,0.86425,0.14171,Vice President, Employee, incorrect
0.0924,0.64006,0.90016,0.02135,0.07327,0.89745,0.37657,Vice President, Employee, incorrect
0.29369,0.34047,0.9381,0.03133,0.08101,0.94256,0.56057,Employee, Employee, correct
0.81961,0.17376,0.97856,0.0002,0.03223,0.96731,0.50419,Vice President, Employee, incorrect
0.99175,0,1,0,7.0E-5,0.344,0.15738,Vice President, Employee, incorrect
0.18569,0.33599,0.93354,0.02299,0.10121,0.92974,0.27589,Vice President, Employee, incorrect
0.11602,0.024,0.99123,0.00091,0.39995,0.93351,0.31255,Vice President, Employee, incorrect
0.04721,0.59393,0.70386,0.5021,0.50931,0.72918,0.09269,Employee, Employee, correct
0.22269,0.73423,0.95757,0.013,0.19035,0.73331,0.08656,Vice President, Employee, incorrect
0.75708,0.02184,0.96593,0.00101,0.31573,0.8915,0.13626,Vice President, Employee, incorrect
0.07064,0.39746,0.96134,0.01289,0.06941,0.88372,0.35282,Vice President, Employee, incorrect
0.67151,0.00514,0.97805,0.01631,0.01942,0.95462,0.24692,Vice President, Employee, incorrect
0.12567,0.34857,0.95893,0.0036,0.04532,0.96007,0.48275,Employee, Employee, correct
0.58693,0.01982,0.99659,0.00641,0.00289,0.93414,0.18604,Vice President, Employee, incorrect
0.97143,0.0532,0.99822,0,0.62454,0.84459,0.18856,Vice President, Employee, incorrect
0.5031,0.38353,0.96161,0.0819,0.0667,0.87804,0.04927,Vice President, Employee, incorrect
0.0005,0.98895,0.98292,0.00033,0.17575,0.92084,0.11748,Director, Employee, incorrect
0.60785,0.01478,0.98275,0.02633,0.02984,0.9021,0.17745,Vice President, Employee, incorrect
0.04099,0.05771,0.91734,0.28631,0.04017,0.86958,0.43179,Vice President, Employee, incorrect
0.79767,0.00183,0.95991,0.1577,0.01247,0.86932,0.13203,Vice President, Employee, incorrect
0.05151,0.61475,0.99728,0.00052,0.02604,0.96907,0.15636,Vice President, Employee, incorrect
0.40344,0.00941,0.99416,0.00015,0.02594,0.90987,0.24909,Vice President, Employee, incorrect
0.61038,0.26031,0.52436,0.65541,0.5365,0.38446,0.31629,Trader, Employee, incorrect
0.10202,0.85343,0.7825,0.07383,0.37607,0.55672,0.61134,Director, Employee, incorrect
0.53412,0.14196,0.5713,0.67308,0.35483,0.61941,0.46901,Trader, Employee, incorrect
0.57971,0.49038,0.56645,0.49382,0.29088,0.41687,0.45277,CEO, Employee, incorrect
0.54705,0.3858,0.49764,0.6411,0.20965,0.56815,0.37006,Trader, Employee, incorrect
0.03108,0.59038,0.85187,0.17616,0.37936,0.65677,0.64504,Vice President, Employee, incorrect
0.28564,0.01459,0.82382,0.76812,0.89007,1,0.03852,Employee, Employee, correct
0.34221,0.14665,0.87792,0.9573,0.19139,1,0.05818,Employee, Employee, correct
0.47325,0.36177,0.85305,0.67007,0.36257,1,0.03864,Employee, Employee, correct
0.0045,0.10563,0.98853,0.06149,0.04278,1,0.4062,Employee, Employee, correct
0.09142,0.14519,0.93384,0.10279,0.56864,1,0.1126,Employee, Employee, correct
0.27652,0.01019,0.93761,0.09797,0.97115,1,0.03422,Employee, Employee, correct
0.15021,0.49216,0.99713,0.99794,0.47337,1,0.0162,Employee, Employee, correct
1.0E-5,0.68141,0.99921,0.01354,0.80265,1,0.2197,Employee, Employee, correct
0.80232,0.01851,0.98674,0.01136,0.69515,1,0.02268,Employee, Employee, correct
0.35608,9.0E-5,0.99788,0,0.99243,0.84553,0.8404,Vice President, Employee, incorrect
0.87714,1.0E-5,0.99317,0,0.27032,0.82911,0.50398,Vice President, Employee, incorrect
0.1809,0.00793,0.85972,0.01558,0.3625,0.90126,0.24019,Employee, Employee, correct
0.4992,0.50381,0.33547,0.10665,0.62022,0.6276,0.24208,Employee, Employee, correct
0.22549,0.02857,0.94219,0.27736,0.13949,0.86931,0.15757,Vice President, Employee, incorrect
0.695,0.21787,0.35906,0.549,0.34274,0.41122,0.34451,CEO, Employee, incorrect
0.22677,0.00351,0.9772,0.02959,0.17166,0.97149,0.2163,Vice President, Employee, incorrect
0.7384,0.2058,0.5854,0.53918,0.39024,0.6322,0.35708,CEO, Employee, incorrect
0.50484,0.18619,0.71386,0.54004,0.35903,0.79717,0.47445,Employee, Employee, correct
0.94979,0.08651,0.44451,0.04776,0.26174,0.52834,0.3945,CEO, Employee, incorrect
0.7149,0.00043,0.93371,2.0E-5,0.17109,0.98421,0.19358,Employee, Employee, correct
0.73068,0.07012,0.59917,0.49886,0.2464,0.18564,0.29836,CEO, Employee, incorrect
0.94269,0.01005,0.98977,0,0.1656,0.78891,0.94978,Vice President, Employee, incorrect
0.95055,0.00142,0.96366,0.02249,0.50954,0.51662,0.32139,Vice President, Employee, incorrect
0.07314,0.02225,0.83521,0.0111,0.5408,0.91524,0.14087,Employee, Employee, correct
0.75967,0.10545,0.49063,0.45131,0.80021,0.48306,0.49628,Manager, Employee, incorrect
0.46798,0.05578,0.99946,0,0.07895,0.64586,0.86965,Vice President, Employee, incorrect
0.99748,5.0E-5,1,0,0.93092,0.99547,0.99923,Vice President, Employee, incorrect
0.10704,0.05246,0.85672,0.14692,0.36219,0.97926,0.12441,Employee, Employee, correct
0.46536,0.00672,0.92732,0.10046,0.23972,0.87772,0.7105,Vice President, Employee, incorrect
0.31409,0.0086,0.99756,0.00011,0.02222,0.96657,0.25791,Vice President, Employee, incorrect
0.99153,0,0.99999,0,0.00134,0.99472,0.328,Vice President, Employee, incorrect
0.22028,0.00012,0.99804,6.0E-5,0.16755,0.98365,0.41639,Vice President, Employee, incorrect
0.58766,0.0001,1,0,0.0014,0.08635,0.89055,Vice President, Employee, incorrect
0.7837,0.03673,0.99625,0.00086,0.00052,0.91494,0.7146,Vice President, Employee, incorrect
0.71625,0.02466,0.65417,0.16165,0.2054,0.87272,0.3588,Employee, Employee, correct
0.31821,0.28721,0.92416,0.01243,0.29771,0.66125,0.4508,Vice President, Employee, incorrect
0.82509,2.0E-5,0.99901,0.00045,0.26584,0.28216,0.45732,Vice President, Employee, incorrect
0.5336,0.01746,0.95208,0.0031,0.07949,0.78018,0.7796,Vice President, Employee, incorrect
0.72285,0.21612,0.98354,0,0.23315,0.97249,0.68562,Vice President, Employee, incorrect
0.70727,0.00363,0.96954,0.00893,0.42489,0.6242,0.40235,Vice President, Employee, incorrect
0.24615,8.0E-5,0.99998,0,0.17634,0.88003,0.96205,Vice President, Employee, incorrect
0.55722,0.25165,0.70301,0.15968,0.49714,0.51828,0.35901,Vice President, Employee, incorrect
0.70279,0.22119,0.60989,0.72235,0.77132,0.54289,0.44664,Manager, Employee, incorrect
0.5682,0.07131,0.57562,0.58321,0.41714,0.59088,0.40977,Employee, Employee, correct
0.48617,0.00507,0.65909,0.33979,0.5778,0.64364,0.66518,Other, Employee, incorrect
0.61378,0.22119,0.45514,0.57096,0.4893,0.48243,0.36127,CEO, Employee, incorrect
0.07131,0.05737,0.75495,0.01085,0.81542,0.80069,0.42001,Manager, Employee, incorrect
0.21658,0.0568,0.54868,0.03431,0.83695,0.63692,0.38337,Manager, Employee, incorrect
0.05519,0.7281,0.37186,0.52633,0.28575,0.36729,0.556,Director, Employee, incorrect
0.79853,0.02611,0.92568,0.01297,0.38246,0.40545,0.45387,Vice President, Employee, incorrect
0.3532,0.00022,0.99817,8.0E-5,0.79433,0.99399,0.45661,Vice President, Employee, incorrect
0.46473,0.65011,0.98395,0.00039,0.14619,0.27951,0.50958,Vice President, Employee, incorrect
0.88434,0.00053,0.99846,0,0.09625,0.95543,0.69539,Vice President, Employee, incorrect
0.22242,0.00451,0.99043,0,0.14815,0.97131,0.67161,Vice President, Employee, incorrect
0.83975,3.0E-5,0.99815,0,0.1495,0.99817,0.43556,Employee, Employee, correct
0.74121,0.00055,0.95965,0.00217,0.00443,0.99525,0.36604,Employee, Employee, correct
0.29468,0.55094,0.49941,0.02507,0.6674,0.64317,0.35808,Manager, Employee, incorrect
0.64284,0.02384,0.64386,0.79099,0.54161,0.51465,0.31939,Trader, Employee, incorrect
0.70862,0.05883,0.1994,0.15585,0.90644,0.54358,0.14597,Manager, Employee, incorrect
0.61023,0.14691,0.81989,4.0E-5,0.44864,0.90129,0.20817,Employee, Employee, correct
0.34516,0.09897,0.66629,0.5306,0.50005,0.52015,0.42347,Vice President, Employee, incorrect
0.57064,0.24918,0.52217,0.45244,0.51889,0.46308,0.37108,CEO, Employee, incorrect
0.69414,0.05753,0.9978,0.00043,0.03944,0.99677,0.66803,Vice President, Employee, incorrect
0.0756,0.034,0.92283,0.60044,0.05788,0.88322,0.23636,Vice President, Employee, incorrect
0.4227,0.19399,0.42294,0.72757,0.55458,0.50423,0.37639,Trader, Employee, incorrect
0.35019,0.70943,0.61369,0.01866,0.51209,0.5715,0.31133,Director, Employee, incorrect
0.61305,0.01289,0.82946,0.03075,0.10096,0.89109,0.70701,Employee, Employee, correct
0.03267,0.00015,0.99981,2.0E-5,0.00718,0.99985,0.67934,Employee, Employee, correct
0.89335,0.06983,0.66327,0.01672,0.65034,0.63217,0.60011,CEO, Employee, incorrect
0.49203,0.10876,0.74035,0.30426,0.2122,0.57562,0.49682,Vice President, Employee, incorrect
0.74045,6.0E-5,0.99981,4.0E-5,0.68041,0.97353,0.5112,Vice President, Employee, incorrect
0.80976,0,1,0,0.00122,0.8389,0.90549,Vice President, Employee, incorrect
0.65035,0.20336,0.71486,0.80412,0.23922,0.47841,0.35929,Trader, Employee, incorrect
0.551,0.01095,0.92422,0.02388,0.31576,0.85855,0.32354,Vice President, Employee, incorrect
0.61234,0.26505,0.73282,0.09968,0.53912,0.52298,0.5944,Vice President, Employee, incorrect
0.78577,0.1292,0.53184,0.71051,0.2457,0.77986,0.59866,CEO, Employee, incorrect
0.21132,0.00425,0.99269,0.00557,0.84337,0.9335,0.93605,Vice President, Employee, incorrect
0.65658,0.5845,0.56607,0.25029,0.40376,0.62859,0.47187,CEO, Employee, incorrect
0.40344,0.52041,0.48232,0.03031,0.56944,0.70461,0.36012,Employee, Employee, correct
0.71731,0.22401,0.34415,0.69366,0.45889,0.49653,0.3554,CEO, Employee, incorrect
0.15475,0.04856,0.84793,0.63651,0.11165,0.83946,0.17721,Vice President, Employee, incorrect
0.73918,0.12233,0.73996,0.17332,0.2381,0.66422,0.42157,Vice President, Employee, incorrect
0.92774,0.00209,0.99597,0,0.94102,0.39387,0.36812,Vice President, Employee, incorrect
0.50389,0.0187,0.99344,0,0.99436,0.88897,0.9561,Manager, Employee, incorrect
0.82877,0.08007,0.55092,0.47215,0.43121,0.41287,0.38305,CEO, Employee, incorrect
0.0604,0.00903,0.94201,0.00404,0.09228,0.98575,0.71494,Employee, Employee, correct
0.17812,0.00733,0.93285,2.0E-5,0.99788,0.86753,0.8419,Manager, Employee, incorrect
0.29093,0.09527,0.99076,0.00053,0.01575,0.25474,0.87448,Vice President, Employee, incorrect
0.12773,0.13319,0.98407,0.00203,0.50489,0.80069,0.61729,Vice President, Employee, incorrect
0.75657,0.4406,0.62824,0.0162,0.72372,0.47992,0.2936,CEO, Employee, incorrect
0.48153,0.43543,0.78599,0.21163,0.37743,0.35244,0.57131,Vice President, Employee, incorrect
0.19402,0.00036,0.97484,0.00569,0.12642,0.98436,0.61131,Employee, Employee, correct
0.75387,0.00092,0.99548,0.00263,0.51324,0.74751,0.3981,Vice President, Employee, incorrect
0.28807,0.0556,0.91642,0.81007,0.72848,0.7011,0.28222,Vice President, Employee, incorrect
0.63025,0.20598,0.38955,0.89711,0.459,0.65494,0.35375,Trader, Employee, incorrect
0.25561,0.46695,0.25363,0.7732,0.16685,0.54147,0.65697,Trader, Employee, incorrect
0.55035,0.08858,0.95941,0.00056,0.55685,0.60745,0.62742,Vice President, Employee, incorrect
0.3031,0.00556,0.96694,0.0025,0.44197,0.89069,0.27054,Vice President, Employee, incorrect
0.78577,0.1292,0.42242,0.71051,0.40695,0.50349,0.31165,CEO, Employee, incorrect
0.98985,0.03886,0.84246,3.0E-5,0.25812,0.2654,0.82093,CEO, Employee, incorrect
0.43355,0.0207,0.81117,0.21502,0.71182,0.16064,0.74486,Vice President, Employee, incorrect
0.95988,0.00772,0.88098,0.01153,0.45503,0.65756,0.41229,CEO, Employee, incorrect
0.69196,0.24325,0.62278,0.3909,0.32145,0.45853,0.50158,CEO, Employee, incorrect
0.74834,0.07088,0.66134,0.39809,0.48031,0.51259,0.52021,CEO, Employee, incorrect
0.71717,0.07699,0.88483,0.40567,0.24808,0.36816,0.45949,Vice President, Employee, incorrect
0.30659,0.08885,0.86029,0.1127,0.82649,0.93343,0.72114,Employee, Employee, correct
0.70042,0.46974,0.89833,0.00097,0.54626,0.83856,0.24606,Vice President, Employee, incorrect
0.64704,0.00195,0.98911,0.00388,0.43681,0.91071,0.37347,Vice President, Employee, incorrect
0.39775,0.45209,0.57899,0.55905,0.39129,0.40845,0.52088,Vice President, Employee, incorrect
0.21121,0.06473,0.8335,0.03025,0.88563,0.75647,0.63608,Manager, Employee, incorrect
0.10948,0.1683,0.72213,0.00555,0.06352,0.99661,0.06872,Employee, Employee, correct
0.01183,0.01775,0.97282,0.21791,0.23735,0.88765,0.39984,Vice President, Employee, incorrect
0.42526,0.08442,0.76033,0.21091,0.54472,0.6034,0.5838,Vice President, Employee, incorrect
0.15757,0.00016,0.99879,4.0E-5,0.13685,0.98354,0.58842,Vice President, Employee, incorrect
0.00407,0.03118,0.99977,1.0E-5,0.55016,0.9812,0.25297,Vice President, Employee, incorrect
0.4154,0.38353,0.5018,0.61451,0.41409,0.46245,0.54169,Trader, Employee, incorrect
0.61877,0.0177,0.95844,0.00563,0.38853,0.66729,0.79455,Vice President, Employee, incorrect
0.97515,0.02918,0.98495,0.0006,0.07489,0.75508,0.29162,Vice President, Employee, incorrect
0.4154,0.38353,0.5018,0.61451,0.41409,0.46245,0.54169,Trader, Employee, incorrect
0.07,0.06368,0.9624,0.00117,0.06795,0.97171,0.26057,Employee, Employee, correct
0.35425,0.01332,0.99716,0,0.13722,0.84653,0.5851,Vice President, Employee, incorrect
0.93237,0.95062,0.99824,0,0.06964,0.01086,0.07687,Vice President, Employee, incorrect
0.50071,0.01052,0.99334,0.05154,0.10187,0.33139,0.49622,Vice President, Employee, incorrect
0.20057,0.05311,0.99354,0.00064,0.14894,0.77641,0.89364,Vice President, Employee, incorrect
0.4154,0.38353,0.5018,0.61451,0.41409,0.46245,0.54169,Trader, Employee, incorrect
0.56871,0.35138,0.56819,0.06461,0.69531,0.50286,0.45331,Manager, Employee, incorrect
0.57555,0.17457,0.65002,0.25392,0.51448,0.52054,0.50005,Vice President, Employee, incorrect
0.01709,0.75005,0.45391,0.0206,0.71991,0.39592,0.92741,Other, Employee, incorrect
0.98073,0.00387,0.97795,0.01232,0.0011,0.84033,0.5752,CEO, Employee, incorrect
0.89736,0.0012,0.99872,0,0.00496,0.99599,0.76043,Vice President, Employee, incorrect
0.96947,0,1,0,0.01144,0.99857,0.98693,Vice President, Employee, incorrect
0.01145,0.03088,0.98961,0.00127,0.74064,0.5044,0.91894,Vice President, Employee, incorrect
0.20685,0.00606,0.99713,0,0.0967,0.98487,0.94833,Vice President, Employee, incorrect
0.31914,0.49248,0.94994,0.00059,0.49855,0.74628,0.65858,Vice President, Employee, incorrect
0.98045,0,0.9989,0,0.5969,0.52432,0.84255,Vice President, Employee, incorrect
0.62346,0.00179,0.88686,0.00938,0.05604,0.98276,0.57376,Employee, Employee, correct
0.04092,0.28867,0.9927,0.00315,0.32525,0.94073,0.7725,Vice President, Employee, incorrect
0.5405,0.0176,0.97182,0.00193,0.05431,0.75857,0.90348,Vice President, Employee, incorrect
0.04165,0.00112,0.98822,0.00148,0.72135,0.98912,0.84503,Employee, Employee, correct
0.18531,0.00138,0.9743,0,0.54109,0.66659,0.90967,Vice President, Employee, incorrect
0.89271,0.65674,0.99524,1.0E-5,0.02403,0.94405,0.22805,Vice President, Employee, incorrect
0.646,0.01217,0.98944,0,0.04949,0.9899,0.46225,Employee, Employee, correct
0.20123,0.32816,0.75715,0.13016,0.4109,0.74106,0.76766,Other, Employee, incorrect
0.69128,8.0E-5,0.9771,5.0E-5,0.01812,0.99566,0.90731,Employee, Employee, correct
0.62063,0.30184,0.72531,0.10153,0.49032,0.53778,0.49031,Vice President, Employee, incorrect
0.58135,0.2778,0.66145,0.50977,0.57264,0.46541,0.46077,Vice President, Employee, incorrect
0.30152,0.6248,0.76985,0.24462,0.25177,0.45594,0.55582,Vice President, Employee, incorrect
0.19468,0.90705,0.85551,0.0024,0.68429,0.70068,0.53482,Director, Employee, incorrect
0.20641,0.05135,0.79319,0.01555,0.14423,0.92116,0.62687,Employee, Employee, correct
0.90003,0.00014,0.99969,0,0.27472,0.95196,0.65757,Vice President, Employee, incorrect
0.36858,0.39448,0.57323,0.52591,0.51287,0.64154,0.4414,Employee, Employee, correct
0.72559,0.3177,0.38924,0.40182,0.37679,0.4219,0.48557,CEO, Employee, incorrect
0.16536,0.00723,0.95449,0.00751,0.82073,0.84691,0.75518,Vice President, Employee, incorrect
0.99531,0.00808,0.99753,0,0.13915,0.14535,0.62281,Vice President, Employee, incorrect
0.11629,0.81943,0.71458,0.05605,0.50414,0.60798,0.62331,Director, Employee, incorrect
0.8289,1.0E-5,0.99924,0,0.00073,0.99753,0.98863,Vice President, Employee, incorrect
0.22353,1.0E-5,0.99999,0,0.00247,0.99599,0.87857,Vice President, Employee, incorrect
0.3865,0.3324,0.71827,0.14425,0.83552,0.36124,0.47131,Manager, Employee, incorrect
0.70858,0.03368,0.51238,0.18536,0.20271,0.80493,0.60851,Employee, Employee, correct
0.08151,0.85704,0.52857,0.35372,0.47613,0.46362,0.54491,Director, Employee, incorrect
0.03546,0.3971,0.93441,0.00996,0.40163,0.60879,0.81629,Vice President, Employee, incorrect
0.12572,0.22626,0.95514,0.00173,0.97959,0.85846,0.53872,Manager, Employee, incorrect
0.21631,0.00934,0.99998,0,0.32908,0.99858,0.89893,Vice President, Employee, incorrect
0.08421,0.79347,0.45346,0.04321,0.91606,0.70151,0.35011,Manager, Employee, incorrect
0.25921,0.54518,0.70249,0.42466,0.2277,0.5471,0.49989,Vice President, Employee, incorrect
0.17708,0.95373,0.31697,0.61591,0.01117,0.04488,0.53678,Director, Employee, incorrect
0.2014,0.74929,0.67709,0.0056,0.7637,0.71763,0.53096,Manager, Employee, incorrect
0.10979,0.97867,0.85404,0.00483,0.66242,0.34204,0.65908,Director, Employee, incorrect
0.1024,0.09185,0.96923,1.0E-5,0.02958,0.99077,0.73401,Employee, Employee, correct
0.24979,0.83802,0.77206,0.01423,0.25617,0.8324,0.26752,Director, Employee, incorrect
0.90955,4.0E-5,0.98425,0.02161,0.0542,0.95899,0.74813,Vice President, Employee, incorrect
0.26653,0.2728,0.71185,0.40582,0.28138,0.64307,0.53075,Vice President, Employee, incorrect
0.45577,0.20354,0.65399,0.55117,0.20015,0.58241,0.64613,Vice President, Employee, incorrect
